Index:,Date:,Time:,Type:,Type Code:,Owner/operator:,Registration:,MSN:,Year of manufacture:,Engine model:,Total airframe hrs:,Cycles:,Fatalities:,Other fatalities:,Aircraft damage:,Category:,Location:,Phase:,Nature:,Departure airport:,Destination airport:,Investigating agency:,Confidence Rating:
343377,Wednesday 9 August 2023, ,"    
Lockheed CC-130H Hercules",C130,Royal Canadian Air Force (RCAF),130337,382-4584, , , , ,Fatalities: 0 / Occupants:,0,Unknown,Accident,"Comox Airport, British Columbia. (YQQ/CYQQ) -   Canada",Standing,Military,"CFB Comox, BC",-, ,"Information is only available from news, social media or unofficial sources"
343378,Wednesday 9 August 2023,12:16,"    
Boeing 737-7CT (WL)",B737,WestJet Airlines,C-FWSI,36691/2983,2009, , , ,Fatalities: 0 / Occupants: 130,0,Substantial,Accident,Comox Valley Airport (YQQ) -   Canada,Taxi,Passenger - Scheduled,"Comox Airport, BC (YQQ/CYQQ)","Edmonton International Airport, AB (YEG/CYEG)", ,"Information is only available from news, social media or unofficial sources"
344893,Wednesday 9 August 2023,08:06 UTC,"    
ATR 72-600",AT76,Binter Canarias,EC-MVI,1483,2018, , , ,Fatalities: 0 / Occupants: 73,0,Substantial,Accident,Las Palmas-Airport de Gran Canaria (LPA/GCLP) -   Spain,Landing,Passenger - Scheduled,Lanzarote Airport (ACE/GCRR),Las Palmas-Airport de Gran Canaria (LPA/GCLP),CIAIAC,Information verified through data from accident investigation authorities
344883,Saturday 12 August 2023, ,"    
Beechcraft B200 Super King Air",BE20,RFDS Australia,VH-FDG,BB-2012,2009,Pratt & Whitney Canada PT6A-42, , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,"Cloncurry Airport, QLD (CNJ/YCCY) -   Australia",Take off,Ambulance,"Cloncurry Airport, QLD (CNJ/YCCY)", ,ATSB,Information verified through data from accident investigation authorities
345091,Monday 14 August 2023, ,"    
Embraer ERJ-170SE",E170,"American Eagle, opb Envoy",N776MS,17000050,2004, , , ,Fatalities: 0 / Occupants:,0,None,Accident,"near Chicago, IL -   United States of America",En route,Passenger - Scheduled,"Des Moines International Airport, IA (DSM/KDSM)","Chicago-O'Hare International Airport, IL (ORD/KORD)", ,Information verified through data from accident investigation authorities
345095,Monday 14 August 2023,c. 23:00 LT,"    
Boeing 787-9 Dreamliner",B789,LATAM Chile,CC-BGI,38764/399,2016, , , ,Fatalities: 1 / Occupants:,0,None,Accident,"N of Panama, over Caribbean Sea -   Atlantic Ocean",En route,Passenger - Scheduled,"Miami International Airport, FL (MIA/KMIA)",Santiago-Arturo Merino Benitez Airport (SCL/SCEL),DGAC Chile,Information verified through data from accident investigation authorities
343551,Tuesday 15 August 2023,08:05,"    
Beechcraft C99 Commuter",BE99,Ameriflight,N261SW,U-202,1983, , , ,Fatalities: 0 / Occupants: 1,0,Substantial,Accident,"Lansing-Capital Region International Airport (LAN/KLAN), Lansing, MI -   United States of America",Initial climb,Cargo,"Lansing-Capital Region International Airport, MI (LAN/KLAN)","Pellston Regional Airport, MI (PLN/KPLN)",NTSB,Accident investigation report completed and information captured
343582,Thursday 17 August 2023,c. 14:49 LT,"    
Raytheon 390 Premier I",PRM1,Jetvalet Sdn Bhd,N28JV,RB-97,2004, , , ,Fatalities: 8 / Occupants: 8,2,Destroyed,Accident,"Elmina, Shah Alam, near Sultan Abdul Aziz Shah Airport (SZB/WMSA) -   Malaysia",Approach,Passenger - Non-Scheduled/charter/Air Taxi,Langkawi Airport (LGK/WMKL),Kuala Lumpur-Sultan Abdul Aziz Shah Airport (SZB/WMSA),AAIB Malaysia,"Information is only available from news, social media or unofficial sources"
344753,Friday 18 August 2023,11:07 UTC,"    
Airbus A380-861",A388,Emirates Airlines,A6-EOM,187,2015,Engine Alliance GP 7270, , ,Fatalities: 0 / Occupants:,0,Minor,Accident,Nice-Côte d'Azur Airport (NCE/LFMN) -   France,Approach,Passenger - Scheduled,Dubai Airport (DXB/OMDB),Nice-Côte d'Azur Airport (NCE/LFMN),BEA,Information verified through data from accident investigation authorities
385219,Friday 18 August 2023,19:11 LT,"    
Boeing 777-222",B772,United Airlines,N209UA,30215/259,1999,P&W PW4000,92517 hours, ,Fatalities: 0 / Occupants: 256,0,None,Accident,over Northern Atlantic Ocean -   Atlantic Ocean,En route,Passenger - Scheduled,"Washington-Dulles International Airport, DC (IAD/KIAD)",London-Heathrow Airport (LHR/EGLL),NTSB,Accident investigation report completed and information captured
344784,Sunday 20 August 2023,23:15,"    
Boeing 737-890 (WL)",B738,Alaska Airlines,N516AS,39044/2751,2008, ,53207 hours, ,Fatalities: 0 / Occupants: 112,0,Substantial,Accident,"Santa Ana-John Wayne International Airport (SNA/KSNA), Santa Ana, CA -   United States of America",Landing,Passenger - Scheduled,"Seattle/Tacoma International Airport, WA (SEA/KSEA)","Santa Ana-John Wayne International Airport, CA (SNA/KSNA)",NTSB,Information verified through data from accident investigation authorities
344795,Monday 21 August 2023,13:15,"    
IAI 1125 Astra SP",ASTR,Northern Illinois Flight Center,N39TT,053,1991, ,8307 hours, ,Fatalities: 0 / Occupants: 2,0,Substantial,Accident,"Chicago-Executive Airport, IL (PWK) -   United States of America",Landing,Ferry/positioning,"Aspen-Pitkin County Airport, CO (ASE/KASE)","Chicago-Executive Airport, IL (PWK/KPWK)",NTSB,Information verified through data from accident investigation authorities
344815,Tuesday 22 August 2023,17:40,"    
Beechcraft C99 Commuter",BE99,"UAS Transervices Inc, opb. Wiggins Airways",N55RP,U-198,1982, , , ,Fatalities: 2 / Occupants: 2,0,Destroyed,Accident,"near Litchfield, ME -   United States of America",En route,Training,"Auburn Airport, ME (LEW/KLEW)","Auburn Airport, ME (LEW/KLEW)",NTSB,Information verified through data from accident investigation authorities
344845,Wednesday 23 August 2023,15:20 UTC,"    
Embraer EMB-135BJ Legacy 600",E135,"MNT-Aero, opf Wagner Group",RA-02795,14501008, , , , ,Fatalities: 10 / Occupants: 10,0,Destroyed,Accident,"near Kuzhenkino, Tver Region -   Russia",En route,Executive,Moskva-Sheremetyevo Airport (SVO/UUEE),Saint Petersburg-Pulkovo Airport (LED/ULLI), ,"Information is only available from news, social media or unofficial sources"
344872,Thursday 24 August 2023,15:42 UTC,"    
Viking Air DHC-6 Twin Otter 400",DHC6,Air Antilles,F-OMYS,971, , , , ,Fatalities: 0 / Occupants: 6,0,Substantial,Accident,Saint-Barthélémy-Rémy de Haenen Airport (SBH/TFFJ) -   Saint Barth�lemy,Landing,Passenger - Scheduled,Pointe-à-Pitre-Le Raizet Airport (PTP/TFFR),Saint-Barthélémy-Rémy de Haenen Airport (SBH/TFFJ),BEA,"Information is only available from news, social media or unofficial sources"
349801,Thursday 24 August 2023,16:30,"    
Beechcraft B99 Airliner",BE99,Flamingo Air,C6-FLR,U-149,1972, , , ,Fatalities: 0 / Occupants: 11,0,Substantial,Accident,Black Point Airstrip (MYEB) -   Bahamas,Landing,Passenger - Scheduled,Staniel Cay Airport (TYM/MYES),Black Point Airstrip (MYEB),AAIA Bahamas,Accident investigation report completed and information captured
345059,Tuesday 29 August 2023,18:31,"    
Airbus A350-941",A359,Delta Air Lines,N576DZ,313,2019,Rolls-Royce Trent XWB-84, , ,Fatalities: 0 / Occupants: 165,0,None,Accident,"near Atlanta, GA -   United States of America",En route,Passenger - Scheduled,Milano-Malpensa Airport (MXP/LIMC),"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",NTSB,Information verified through data from accident investigation authorities
345112,Wednesday 30 August 2023,11:31 UTC,"    
Boeing 777-328ER    ",B77W,Air France,F-GSQT,32846/616, , , , ,Fatalities: 0 / Occupants:,0,Unknown,Accident,Paris-Charles de Gaulle Airport (CDG/LFPG) -   France,Taxi,Passenger - Scheduled,Lima-Jorge Chávez International Airport (LIM/SPIM)  ,Paris-Charles de Gaulle Airport (CDG/LFPG)  ,BEA,"Information is only available from news, social media or unofficial sources"
345113,Wednesday 30 August 2023,11:31 UTC,"    
Airbus A330-941    ",A339,Delta Air Lines,N411DX,1991, , , , ,Fatalities: 0 / Occupants:,0,Unknown,Accident,Paris-Charles de Gaulle Airport (CDG/LFPG) -   France,Taxi,Passenger - Scheduled,"Seattle/Tacoma International Airport, WA (SEA/KSEA)  ",Paris-Charles de Gaulle Airport (CDG/LFPG)  ,BEA,"Information is only available from news, social media or unofficial sources"
345587,Wednesday 30 August 2023,19:37 UTC,"    
Airbus A321-253NX",A21N,Aer Lingus,EI-LRD,9187,2020,CFMI CFM LEAP-1A33, , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,"Washington-Dulles International Airport, DC (IAD/KIAD) -   United States of America",Landing,Passenger - Scheduled,Dublin Airport (DUB/EIDW),"Washington-Dulles International Airport, DC (IAD/KIAD)", ,"Information is only available from news, social media or unofficial sources"
345126,Friday 1 September 2023,12:51,"    
Beechcraft B200C Super King Air",BE20,Tropicair,P2-JAU,BL-39,1981,Pratt and Whitney Canada PT6A-42,24019 hours,23214 flights,Fatalities: 0 / Occupants: 7,0,Substantial,Accident,Port Moresby-Jacksons International Airport (POM/AYPY) -   Papua New Guinea,Landing,Passenger - Non-Scheduled/charter/Air Taxi,Tari Airport (TIZ/AYTA),Port Moresby-Jacksons International Airport (POM/AYPY),PNG AIC,Information verified through data from accident investigation authorities
345946,Wednesday 6 September 2023,22:30 LT,"    
Boeing 737 MAX 9",B39M,United Airlines,N37531,66119/8264,2022,CFM INTL LEAP-1B-28G06, , ,Fatalities: 0 / Occupants: 71,0,None,Accident,"near Cincinnati/Northern Kentucky Airport, KY (CVG) -   United States of America",En route,Passenger - Scheduled,"Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)","Cincinnati/Northern Kentucky Airport, KY (CVG/KCVG)",NTSB,Information verified through data from accident investigation authorities
347470,Thursday 7 September 2023,09:30,"    
Fairchild SA227-DC Metro 23",SW4,Perimeter Aviation,C-GJVW,DC-872B,1995,Garrett TPE331-12UHR, , ,Fatalities: 0 / Occupants: 10,0,Substantial,Accident,"Detour Lake, ON (CDT9) -   Canada",Landing,Passenger - Non-Scheduled/charter/Air Taxi,"North Bay Airport, ON (YYB/CYYB)","Detour Lake, ON (CDT9)",TSB,Information verified through data from accident investigation authorities
345368,Friday 8 September 2023,18:41,"    
Beechcraft 200 Super King Air",BE20,Airselect LLC,N220KW,BB-1120,1983,Pratt & Whitney PT6A-42,9817 hours, ,Fatalities: 0 / Occupants: 1,0,Substantial,Accident,"near Elk Grove Village, IL -   United States of America",Approach,Ferry/positioning,"Chicago-O'Hare International Airport, IL (ORD/KORD)","Waterloo Airport, IA (ALO/KALO)",NTSB,Accident investigation report completed and information captured
345540,Thursday 14 September 2023,11:31 UTC,"    
Learjet 45XR",LJ45,VSR Ventures,VT-DBL,45-404,2009,Honeywell TFE731-20BR-1B, , ,Fatalities: 0 / Occupants: 8,0,Destroyed,Accident,Mumbai-Chhatrapati Shivaji International Airport (BOM/VABB) -   India,Landing,Passenger - Non-Scheduled/charter/Air Taxi,Visakhapatnam International Airport (VTZ/VOVZ),Mumbai-Chhatrapati Shivaji International Airport (BOM/VABB),AAIB India,Information verified through data from accident investigation authorities
345624,Saturday 16 September 2023,17:45 UTC,"    
Embraer EMB-110P1 Bandeirante",E110,Manaus Aerotaxi,PT-SOG,110490,1991, , , ,Fatalities: 14 / Occupants: 14,0,Destroyed,Accident,"Barcelos Airport, AM (BAZ/SWBC) -   Brazil",Landing,Passenger - Non-Scheduled/charter/Air Taxi,"Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG)","Barcelos Airport, AM (BAZ/SWBC)",CENIPA,Information verified through data from accident investigation authorities
345968,Monday 18 September 2023,16:08 UTC,"    
Boeing 767-323ER (BDSF) (WL)",B763,DHL International Aviation,A9C-DHAB,29606/752,1999, , , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Beirut-Rafic Hariri International Airport (BEY/OLBA) -   Lebanon,Landing,Cargo,Bahrain International Airport (BAH/OBBI),Beirut-Rafic Hariri International Airport (BEY/OLBA), ,"Information is only available from news, social media or unofficial sources"
345730,Tuesday 19 September 2023,07:32 UTC,"    
Boeing 737-85P (WL)",B738,Air Europa,EC-MJU,60584/5964,2016,CFMI CFM56-7B26E, , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Palma de Mallorca Airport (PMI/LEPA) -   Spain,Taxi,Passenger - Scheduled,Barcelona-El Prat Josep Tarradellas Airport (BCN/LEBL),Palma de Mallorca Airport (PMI/LEPA),CIAIAC,"Information is only available from news, social media or unofficial sources"
345731,Tuesday 19 September 2023,07:32 UTC,"    
Boeing 757-330 (WL)",B753,Condor,D-ABOJ,29019/915, , , , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Palma de Mallorca Airport (PMI/LEPA) -   Spain,Taxi,Passenger - Scheduled,Palma de Mallorca Airport (PMI/LEPA),Frankfurt International Airport (FRA/EDDF),CIAIAC,"Information is only available from news, social media or unofficial sources"
345811,Thursday 21 September 2023,14:36,"    
Embraer EMB-545 Praetor 500",E545,Flexjet LLC,N434FX,55010073,2020, ,2663 hours, ,Fatalities: 0 / Occupants: 8,0,Substantial,Accident,"Brunswick-Malcolm McKinnon Airport, (SSI/KSSI, St Simons Island, GA -   United States of America",Landing,Passenger - Non-Scheduled/charter/Air Taxi,"White Plains-Westchester County Airport, NY (HPN/KHPN)","Brunswick-Malcolm McKinnon Airport, GA (SSI/KSSI)",NTSB,Information verified through data from accident investigation authorities
345861,Saturday 23 September 2023,c. 0900 UTC,"    
Ilyushin Il-76TD",IL76,Malian Air Force,TZ-98T,1023411378,1992, , , ,Fatalities: 2 / Occupants:,0,Destroyed,Accident,Gao International Airport (GAQ/GAGO) -   Mali,Landing,Military, ,Gao Airport (GAQ/GAGO), ,"Information is only available from news, social media or unofficial sources"
346070,Thursday 28 September 2023,08:57 UTC,"    
Boeing 787-8 Dreamliner",B788,American Airlines,N804AN,40622/288,2015, , , ,Fatalities: 0 / Occupants: 238,0,None,Accident,"near Detroit, MI -   United States of America",En route,Passenger - Scheduled,"Chicago-O'Hare International Airport, IL (ORD/KORD)",Athens-Elefthérios Venizélos International Airport (ATH/LGAV),NTSB,Information verified through data from accident investigation authorities
346223,Saturday 30 September 2023,14:53,"    
Boeing 737 MAX 9",B39M,United Airlines,N37560,67184,2023, , , ,Fatalities: 0 / Occupants: 173,0,Substantial,Accident,"Denver International Airport, CO (DEN/KDEN) -   United States of America",Take off,Passenger - Scheduled,"Denver International Airport, CO (DEN/KDEN)","Boston-Logan International Airport, MA (BOS/KBOS)",NTSB,Information verified through data from accident investigation authorities
346255,Wednesday 4 October 2023,17:33 UTC,"    
Learjet 45",LJ45,AeroParadise,XA-JAO,45-042, , , , ,Fatalities: 0 / Occupants: 7,0,Substantial,Accident,El Lencero (MMJA) -   Mexico,Landing,Passenger,Tuxtla Gutiérrez-Francisco Sarabia National Airport (TGZ/MMTG),Xalapa-El Lencero Airport (JAL/MMJA), , 
346271,Wednesday 4 October 2023,23:47,"    
Boeing 757-236 (SF)",B752,FedEx Express,N977FD,24118/163,1988, , , ,Fatalities: 0 / Occupants: 3,0,Substantial,Accident,"Chattanooga-Lovell Field (CHA/KCHA), Chattanooga, TN -   United States of America",Landing,Cargo,"Chattanooga-Lovell Field, TN (CHA/KCHA)","Memphis International Airport, TN (MEM/KMEM)",NTSB,Information verified through data from accident investigation authorities
346543,Wednesday 4 October 2023,11:20 UTC,"    
Airbus A321-253NX",A21N,Titan Airways,G-OATW,10238,2020,CFMI LEAP-1A33, , ,Fatalities: 0 / Occupants: 20,0,Substantial,Accident,"near London-Stansted Airport (STN/EGSS), Essex -   United Kingdom",En route,Ferry/positioning,London-Stansted Airport (STN/EGSS),"Orlando International Airport, FL (MCO/KMCO)",AAIB,Information verified through data from accident investigation authorities
346615,Sunday 15 October 2023,10:45,"    
Cessna 208 Caravan I",C208,Skydive Center à Tallard,F-HSLE,20800340,2001,Pratt & Whitney Canada PT6A-140, , ,Fatalities: 1 / Occupants: 1,0,Destroyed,Accident,near Gap-Tallard Airfield (GAT/LFNA) -   France,En route,Parachuting,Gap-Tallard Airfield (GAT/LFNA),Gap-Tallard Airfield (GAT/LFNA),BEA,"Information is only available from news, social media or unofficial sources"
346892,Monday 16 October 2023,03:50 LT,"    
Cessna 208B Grand Caravan",C208,Maya Island Air,V3-HIN,208B5481,2018, , , ,Fatalities: 2 / Occupants: 2,0,Destroyed,Accident,0.5 nm N of Placencia Airport (PLJ) -   Belize,Take off,Illegal Flight,Placencia Airport (PLJ), ,BDCA,Accident investigation report completed and information captured
346977,Wednesday 18 October 2023,15:11,"    
Beechcraft 300 Super King Air",BE30,CSW Aviation LLC,N93GA,FA-93,1986, , , ,Fatalities: 0 / Occupants: 2,0,Substantial,Accident,"Atlanta-DeKalb Peachtree Airport, GA (PDK/KPDK) -   United States of America",Landing,Private,"Savannah/Hilton Head International Airport, GA (SAV/KSAV)","Atlanta-DeKalb Peachtree Airport, GA (PDK/KPDK)",NTSB,Information verified through data from accident investigation authorities
347014,Friday 20 October 2023,c. 07:00,"    
Cessna 208 Supervan",C208,Skydive Australia,VH-UMV,20800077,1986,Honeywell TPE331-12JR-704TT, , ,Fatalities: 0 / Occupants: 17,0,Substantial,Accident,"near Barwon Heads Airport (YBRS), Connewarre, VIC -   Australia",Initial climb,Parachuting,"Barwon Heads Airport, VIC (YBRS)","Barwon Heads Airport, VIC (YBRS)",ATSB,"Information is only available from news, social media or unofficial sources"
347053,Friday 20 October 2023,00:03 LT,"    
Ilyushin Il-76MD",IL76,Russian Air Force,RF-86900,0023435034,1982, ,6054 hours,4231 flights,Fatalities: 0 / Occupants: 8,0,Destroyed,Accident,Dushanbe-Gissar Air Base -   Tajikistan,Take off,Military,Dushanbe-Gissar Air Base, , ,"Information is only available from news, social media or unofficial sources"
347213,Tuesday 24 October 2023,15:20,"    
Raytheon Hawker 850XP",H25B,Whitmore Holdings LLC,N269AA,258800,2006,Honeywell TFE731-5BR-1H, , ,Fatalities: 0 / Occupants: 3,0,Substantial,Accident,"Houston-William P. Hobby Airport, TX (HOU) -   United States of America",Take off,Private,"Houston-William P. Hobby Airport, TX (HOU/KHOU)","Waukesha Airport, WI (UES/KUES)",NTSB,Information verified through data from accident investigation authorities
347214,Tuesday 24 October 2023,15:20,"    
Cessna 510 Mustang",C510,SB 501 LLC,N510HM,510-0468,2016,Pratt & Whitney Canada PW615F-A, , ,Fatalities: 0 / Occupants: 5,0,Substantial,Accident,"Houston-William P. Hobby Airport, TX (HOU) -   United States of America",Landing,Private,"Atlanta-Fulton County Airport, GA (FTY/KFTY)","Houston-William P. Hobby Airport, TX (HOU/KHOU)",NTSB,Information verified through data from accident investigation authorities
347403,Wednesday 25 October 2023,c. 13:58 UTC,"    
Reims-Cessna F406 Caravan II",F406,Westair Aviation,V5-WAI,F406-0016,1987, , , ,Fatalities: 0 / Occupants: 6,0,Substantial, ,near Osire -   Namibia,En route,Passenger - Non-Scheduled/charter/Air Taxi,Windhoek-Eros Airport (ERS/FYWE),Otjikoto Mine Airstrip, ,"Information is only available from news, social media or unofficial sources"
347370,Sunday 29 October 2023,c. 06:30 LT,"    
Cessna 208B Grand Caravan",C208,ART Táxi Aéreo Ltda,PT-MEE,208B0344,1993, , , ,Fatalities: 12 / Occupants: 12,0,Destroyed,Accident,"near Rio Branco–Plácido de Castro Intl. Airport (RBR), AC -   Brazil",Initial climb,Passenger - Non-Scheduled/charter/Air Taxi,"Rio Branco-Plácido de Castro International Airport, AC (RBR/SBRB)",João Fonseca Airport, ,"Information is only available from news, social media or unofficial sources"
347697,Sunday 29 October 2023, ,"    
Airbus A320-233",A320,"Air Arabia Maroc, opb Fly2Sky",LZ-DMI,3318,2007,IAE V2527E-A5, , ,Fatalities: 0 / Occupants:,0,Substantial,Incident,Casablanca-Mohamed V Airport (CMN/GMMN) -   Morocco,Standing,Passenger - Scheduled,Casablanca-Mohamed V Airport (CMN/GMMN), ,BEA Maroc,Information verified through data from accident investigation authorities
347426,Monday 30 October 2023,17:30 LT,"    
Cessna C-98 Caravan I (208A)",C208,Força Aérea Brasileira - FAB, , , , , , ,Fatalities: 0 / Occupants: 5,0,Destroyed,Accident,"near Palimiú Community, Roraima -   Brazil",Initial climb,Military,Palimiú Community, , , 
347506,Wednesday 1 November 2023, ,"    
Antonov An-2R",AN2,KavMinVody Avia ?,RA-71196,1G200-39, , , , ,Fatalities: 0 / Occupants: 3,0,Substantial,Accident,Mineralnye Vody Airport (MRV/URMM) -   Russia,Take off,Test,Mineralnye Vody Airport (MRV/URMM), , , 
347512,Wednesday 1 November 2023,c. 14:15 LT,"    
Learjet 35A",LJ35,Jet Rescue Air Ambulance,XA-IRE,35A-354, , , , ,Fatalities: 4 / Occupants: 4,0,Destroyed,Accident,Cuernavaca Airport (CVJ/MMCB) -   Mexico,Landing,Ambulance,Toluca-Licenciado Adolfo López Mateos International Airport (TLC/MMTO),Cuernavaca Airport (CVJ/MMCB), ,"Information is only available from news, social media or unofficial sources"
347583,Friday 3 November 2023,16:10 UTC,"    
Embraer EMB-110P1 Bandeirante",E110,Rico Táxi Aéreo,PT-OCV,110359,1981, , , ,Fatalities: 0 / Occupants: 17,0,Substantial,Accident,"Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG) -   Brazil",Landing,Passenger - Non-Scheduled/charter/Air Taxi,"Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG)","Barcelos Airport, AM (BAZ/SWBC)",CENIPA,Information verified through data from accident investigation authorities
347688,Friday 3 November 2023,21:06,"    
Pilatus PC-24",PC24,Mark Anthony Group Inc.,C-FMHR,192,2020, , , ,Fatalities: 0 / Occupants: 3,0,Substantial,Accident,"near Kelowna, BC -   Canada",En route,Private,"Vancouver International Airport, BC (YVR/CYVR)","Kelowna Airport, BC (YLW/CYLW)",TSB,Information verified through data from accident investigation authorities
347752,Friday 10 November 2023, ,"    
Antonov An-2R (TR-301 conv.)",AN2,Airpartner op. for Stryzh Avia,RA-84566,1G189-33,1980, , , ,Fatalities: 0 / Occupants: 3,0,Destroyed,Accident,Chukotka -   Russia,En route,Cargo,Pevek Airport (PWE/UHMP),Mining Artel Polyarnaya, ,"Information is only available from news, social media or unofficial sources"
348290,Monday 13 November 2023,03:00,"    
Cessna 560 Citation Ultra",C560,Special Services Corporation,N560ZS,560-0281,1994, , , ,Fatalities: 0 / Occupants: 0,0,Destroyed, ,"Greenville Downtown Airport, SC (GMU/KGMU) -   United States of America",Standing,-,-,-, ,"Information is only available from news, social media or unofficial sources"
347948,Wednesday 15 November 2023,c. 09:18,"    
Cessna 208B Grand Caravan EX",C208,TVPX Aircraft Solution INC Trustee,N867UT,208B5740,2023, , , ,Fatalities: 0 / Occupants: 7,0,Substantial,Accident,"near Mariscal Estigarribia, PY -   Paraguay",En route,Unknown,Asunción-Silvio Pettirossi International Airport (ASU/SGAS),"rural farm, PY", ,"Information is only available from news, social media or unofficial sources"
348182,Monday 20 November 2023,c 13:59 LT,"    
Boeing P-8A Poseidon",P8,US Navy (USN),169561,66094/8026,2020,CFMI CFM56-7B27E, , ,Fatalities: 0 / Occupants: 9,0,Substantial,Accident,"Kaneohe Bay MCAS (Marion E. Carl Field) (NGF/PHNG), Kaneohe, HI -   United States of America",Landing,Military, ,"Kaneohe Bay MCAS (Marion E. Carl Field) Airport, HI (NGF/PHNG)", ,"Information is only available from news, social media or unofficial sources"
348413,Sunday 26 November 2023,17:40 LT,"    
Cessna 560XL Citation Excel",C56X,"Ultra Air, LLC",N475CW,560-5080,2000,P&W Canada PW545A,5729 hours, ,Fatalities: 0 / Occupants: 9,0,"Substantial, repaired",Accident,"Council Bluffs, IA -   United States of America",En route,Passenger - Non-Scheduled/charter/Air Taxi,"Sarasota-Bradenton Airport, FL (SRQ/KSRQ)","Omaha-Eppley Airfield, NE (OMA/KOMA)",NTSB,Accident investigation report completed and information captured
348443,Tuesday 28 November 2023,09:30,"    
Embraer EMB-120ER Brasilia",E120,Sindbard Air,5H-FLM,120325,1996, , , ,Fatalities: 0 / Occupants: 34,0,Substantial,Accident,Kikoboga/Mikumi Airstrip (HTMK) -   Tanzania,Take off,Passenger - Non-Scheduled/charter/Air Taxi,Mikumi Airport (HTMK),Zanzibar-Kisauni Airport (ZNZ/HTZA), ,"Information is only available from news, social media or unofficial sources"
348444,Tuesday 28 November 2023, ,"    
Embraer EMB-120ER Brasilia",E120,UnityAir Zanzibar,5H-MJH,120358, , , , ,Fatalities: 0 / Occupants: 33,0,Substantial,Accident,Kikoboga/Mikumi Airstrip (HTMK) -   Tanzania,Landing,Passenger,Zanzibar-Kisauni Airport (ZNZ/HTZA),Mikumi Airport (HTMK), ,"Information is only available from news, social media or unofficial sources"
348513,Thursday 30 November 2023,c. 13:14 LT,"    
Beechcraft 400A Beechjet",BE40,Aircraft Charter Group LLC,N800SD,RK-270,2000, , , ,Fatalities: 0 / Occupants: 2,0,Minor,Accident,"Atlanta-DeKalb Peachtree Airport, GA (PDK/KPDK) -   United States of America",Landing,Ferry/positioning,"Teterboro Airport, NJ (TEB/KTEB)","Atlanta-DeKalb Peachtree Airport, GA (PDK/KPDK)",NTSB,Information verified through data from accident investigation authorities
348535,Thursday 30 November 2023,06:14,"    
Boeing 717-2BL",B712,Hawaiian Airlines,N494HA,55182/5138, , , , ,Fatalities: 0 / Occupants: 119,0,Minor,Accident,"Kahului Airport (OGG/PHOG), Kahului, HI -   United States of America",Taxi,Passenger - Scheduled,"Kahului Airport, HI (OGG/PHOG)","Honolulu-Daniel K. Inouye International Airport, HI (HNL/PHNL)",NTSB,Information verified through data from accident investigation authorities
348661,Monday 4 December 2023,21:05 UTC,"    
Airbus A380-861",A388,Emirates Airlines,A6-EEV,150,2013,Engine Alliance GP 7270,37845 hours,4133 flights,Fatalities: 0 / Occupants: 490,0,"Minor, repaired",Accident,within Male FIR -   Indian Ocean,En route,Passenger - Scheduled,"Perth Airport, WA (PER/YPPH)",Dubai Airport (DXB/OMDB),GCAA,Information verified through data from accident investigation authorities
348691,Friday 8 December 2023,c. 12:30,"    
Saab 340B",SF34,Lulutai Airlines,A3-PUA,340B-408, , , , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Fuaʻamotu International Airport (TBU/NFTF) -   Tonga,Taxi,Passenger - Scheduled,Nuku'alofa-Fua'Amotu International Airport (TBU/NFTF),Vava'u-Lupepau'u Airport (VAV/NFTV), ,"Information is only available from news, social media or unofficial sources"
348870,Friday 15 December 2023,20:00 UTC,"    
Cessna 510 Citation Mustang",C510,Roma Participações,PR-MCL,510-0057,2008, , , ,Fatalities: 0 / Occupants: 1,0,Substantial,Accident,"Ijuí-J. Batista Bos Filho Airport, RS (IJU/SSIJ) -   Brazil",Landing,Ferry/positioning,"Curitiba-Bacacheri Airport, PR (BFH/SBBI)","Ijuí-J. Batista Bos Filho Airport, RS (IJU/SSIJ)",CENIPA,Information verified through data from accident investigation authorities
348893,Sunday 17 December 2023,13:30,"    
Cessna 208B Grand Caravan",C208,Government of Kenya,5Y-GOK,208B2278,2011, , , ,Fatalities: 0 / Occupants: 10,0,Destroyed,Accident,Kiunga Airstrip (KIU) -   Kenya,Initial climb,Passenger - Non-Scheduled/charter/Air Taxi,Kiunga Airstrip (KIU),Nairobi, ,"Information is only available from news, social media or unofficial sources"
349408,Wednesday 27 December 2023,12:45,"    
de Havilland Canada DHC-6 Twin Otter 300",DHC6,Air Tindi,C-GMAS,438,1974,Pratt & Whitney Canada PT6A-27, , ,Fatalities: 0 / Occupants: 10,0,Substantial,Accident,"16 km from Diavik Diamond Mine, 300 km NW of Yellowknife, NT -   Canada",Approach,Passenger - Non-Scheduled/charter/Air Taxi,"Margaret Lake, NT","Lac De Gras, NT",TSB,"Information is only available from news, social media or unofficial sources"
